,Course Code,Average Grade
951,GNR628,7.03
952,GNR629,8.176470588235293
953,GNR630,7.251231527093596
954,GNR633,8.350515463917526
955,GNR640,7.854166666666667
956,GNR644,7.366666666666666
957,GNR647,8.5
958,GNR651,8.494949494949495
959,GNR652,9.0875
960,GNR694,8.973214285714286
961,GNR697,9.75
962,GNRS02,8.1875
963,GP 415,9.225352112676056
964,GP 402,8.458333333333334
965,GP 408,8.915492957746478
966,GP 414,9.084507042253522
967,GP 416,8.96
968,GP 418,7.957746478873239
969,GP 420,9.014084507042254
970,GP 502,7.209580838323354
971,GP 506,8.028169014084508
972,GP 516,8.731481481481481
973,GP 518,7.529411764705882
974,GP 520,8.602941176470589
975,GS 413,9.03448275862069
976,GS 433,9.50344827586207
977,GS 519,9.29496402877698
978,GS 541,9.116788321167883
979,GS 318,8.300380228136882
980,GS 416,8.753424657534246
981,GS 422,8.523489932885907
982,GS 430,9.027027027027026
983,GS 434,7.319727891156463
984,GS 436,8.312925170068027
985,GS 438,8.216216216216216
986,GS 440,9.691780821917808
987,GS 530,8.166666666666666
988,GS 534,8.666666666666666
989,GS 536,8.428571428571429
990,GS 538,8.687943262411348
991,GS 540,9.371212121212121
992,GS 552,8.231884057971014
993,GS 662,7.102803738317757
994,GS 672,6.608
995,GS 676,6.134615384615385
996,GS 687,8.066666666666666
997,GS 706,7.897058823529412
998,GSS802,8.8
999,HS 693,9.368421052631579
1000,HS 860,9.090909090909092
1001,EC 210,7.86231884057971
1002,EC 212,6.842465753424658
1003,EC 214,7.027972027972028
1004,HS 216,8.037383177570094
1005,EC 302,8.0625
1006,EC 304,7.467213114754099
1007,HS 401,7.704545454545454
1008,EC 405,7.46969696969697
1009,EC 407,7.5
1010,EC 411,7.604477611940299
1011,EC 440,7.594059405940594
1012,HS 448,6.761061946902655
1013,HS 451,7.58955223880597
1014,HS 497,8.012195121951219
1015,HS 502,8.894736842105264
1016,HS 504,8.3
1017,HS 506,8.513513513513514
1018,HS 618,6.161490683229814
1019,HS 624,7.714285714285714
1020,HS 629,8.019607843137255
1021,HS 634,7.211538461538462
1022,HS 809,9.105263157894736
1023,HS 821,7.333333333333333
1024,HS 840,9.8
1025,HS 845,7.684210526315789
1026,HSS802,8.903225806451612
1027,DE 666,9.12
1028,DE 687,8.521052631578947
1029,DE 717,7.851851851851852
1030,DE 802,8.304347826086957
1031,DE 804,7.472727272727273
1032,DE 102,8.86013986013986
1033,DE 104,8.899082568807339
1034,DE 106,8.70138888888889
1035,DE 107,7.0588235294117645
1036,DE 108,7.5
1037,DE 122,8.254545454545454
1038,DE 132,8.072072072072071
1039,DE 134,7.364864864864865
1040,DE 202,7.948275862068965
1041,DE 204,7.17741935483871
1042,DE 206,7.858156028368795
1043,DE 208,8.59349593495935
1044,DE 210,7.390909090909091
1045,DE 222,8.16551724137931
1046,DE 232,7.5476190476190474
1047,DE 304,8.104477611940299
1048,DE 306,9.238095238095237
1049,DE 308,8.166666666666666
1050,DE 310,7.833333333333333
1051,DE 313,8.38888888888889
1052,DE 316,8.777777777777779
1053,DE 322,8.224489795918368
1054,DE 332,8.601503759398497
1055,DE 602,9.278688524590164
1056,DE 604,8.836065573770492
1057,DE 606,9.311475409836065
1058,DE 608,9.11320754716981
1059,DE 612,8.264492753623188
1060,DE 614,8.733576642335766
1061,DE 616,8.153846153846153
1062,DE 618,9.01086956521739
1063,DE 620,8.8
1064,DE 622,8.680851063829786
1065,DE 624,8.806451612903226
1066,DE 628,8.887096774193548
1067,DE 630,8.672131147540984
1068,DE 634,8.72340425531915
1069,DE 636,8.617021276595745
1070,DE 638,8.680851063829786
1071,DE 640,8.574468085106384
1072,DE 642,8.958333333333334
1073,DE 644,8.80952380952381
1074,DE 646,7.902439024390244
1075,DE 648,8.738095238095237
1076,DE 650,8.857142857142858
1077,DE 652,8.186046511627907
1078,DE 654,8.98360655737705
1079,DE 656,8.166666666666666
1080,DE 660,8.712328767123287
1081,DE 676,8.487804878048781
1082,DE 680,8.82258064516129
1083,DE 683,9.481481481481481
1084,DEP302,8.489051094890511
1085,DEP406,7.305555555555555
1086,DEP502,8.0625
1087,DEP504,8.4
1088,DEP602,8.671875
1089,DEP706,8.220779220779221
1090,IE 604,7.612903225806452
1091,IE 714,7.957446808510638
1092,IES601,8.307692307692308
1093,IE 614,6.895348837209302
1094,IE 616,6.894021739130435
1095,IE 622,6.991228070175438
1096,IE 630,7.625418060200669
1097,IE 663,7.2
1098,IE 684,8.571428571428571
1099,IE 694,7.927083333333333
1100,IE 716,7.654545454545454
1101,MA 214,6.909571344685848
1102,MA 406,7.0256410256410255
1103,MA 408,7.005235602094241
1104,MA 410,7.697916666666667
1105,MA 412,6.03862660944206
1106,MA 414,5.468085106382978
1107,MA 450,8.916666666666666
1108,MA5106,7.0181818181818185
1109,MA5108,8.5
1110,MA5112,8.264150943396226
1111,MA 524,7.933333333333334
1112,MA 526,7.35
1113,MA 528,8.17142857142857
1114,MA 532,9.129032258064516
1115,MA 534,7.355555555555555
1116,MA 540,7.859154929577465
1117,MA 598,9.25
1118,MA 812,8.62962962962963
1119,MA 814,7.7254901960784315
1120,MA 816,8.592592592592593
1121,MA 820,8.071428571428571
1122,MA 823,7.352941176470588
1123,MA 824,8.710526315789474
1124,MA 862,8.75
1125,MA 867,9.076923076923077
1126,MAS802,9.25
1127,SI 404,7.28921568627451
1128,SI 416,7.481927710843373
1129,SI 422,7.06043956043956
1130,SI 509,6.894366197183099
1131,SI 514,9.131313131313131
1132,SI 526,8.518248175182482
1133,SI 527,6.948453608247423
1134,SI 534,8.13138686131387
1135,SI 536,6.132075471698113
1136,SI 598,9.324324324324325
1137,ME 307,8.56125
1138,ME 374,8.874371859296483
1139,ME 460,7.3428571428571425
1140,ME 496,9.454545454545455
1141,ME 613,7.23
1142,ME 202,7.19496855345912
1143,ME 206,7.697388632872504
1144,ME 213,9.190588235294118
1145,ME 218,8.820422535211268
1146,ME 224,8.805813953488371
1147,ME 372,9.254364089775562
1148,ME 412,8.106666666666667
1149,ME 472,8.148148148148149
1150,ME 604,6.1484375
1151,ME 616,6.833333333333333
1152,ME 643,8.924242424242424
1153,ME 657,8.510344827586207
1154,ME 677,7.777777777777778
1155,ME 683,8.052631578947368
1156,ME 684,8.076923076923077
1157,ME 712,7.7368421052631575
1158,ME 714,7.326530612244898
1159,ME 748,7.377697841726619
1160,ME 750,7.25
1161,ME 754,6.799086757990867
1162,ME 759,7.7272727272727275
1163,ME 761,8.166666666666666
1164,ME 769,7.268156424581005
1165,ME 772,7.211764705882353
1166,ME 789,7.88
1167,ME 793,7.54014598540146
1168,ME 794,7.663101604278075
1169,MES802,10.0
1170,IWE711,8.432432432432432
1171,IWE713,8.4
1172,IWE714,8.058823529411764
1173,MGS801,8.46774193548387
1174,SOM620,7.9119170984455955
1175,SOM634,7.415384615384616
1176,SOM642,8.354330708661417
1177,SOM698,7.755952380952381
1178,IWE701,9.135483870967741
1179,IWE702,8.512820512820513
1180,IWE703,8.219354838709677
1181,IWE706,8.484375
1182,MG 402,7.705882352941177
1183,MG 405,7.182389937106918
1184,MG 406,7.230769230769231
1185,MG 802,7.7
1186,MGT804,8.432835820895523
1187,MGT805,8.722222222222221
1188,SOM612,7.962800875273523
1189,SOM613,7.040511727078891
1190,SOM614,7.836559139784947
1191,SOM615,7.631465517241379
1192,SOM616,8.206451612903226
1193,SOM617,7.72093023255814
1194,SOM618,7.832258064516129
1195,SOM619,7.530042918454936
1196,SOM621,7.175438596491228
1197,SOM623,9.160919540229886
1198,SOM643,7.781456953642384
1199,SOM652,8.576763485477178
1200,SOM664,8.360975609756098
1201,SOM665,7.927710843373494
1202,SOM679,7.454545454545454
1203,SOM680,8.126262626262626
1204,SOM691,8.321568627450981
1205,SOM693,8.617647058823529
1206,SOM700,8.410788381742739
1207,SOM701,7.854838709677419
1208,SOM711,7.920634920634921
1209,SOM712,8.641350210970463
1210,SOM716,7.107142857142857
1211,SOM718,7.563953488372093
1212,SOM744,7.813559322033898
1213,MMM694,9.428571428571429
1214,MM 417,8.290322580645162
1215,MM 439,5.931129476584022
1216,MM 454,7.3532008830022075
1217,MM 494,9.6
1218,MM 694,8.747863247863247
1219,MMS802,9.366666666666667
1220,MM 152,6.1993769470404985
1221,MM 203,6.297229219143577
1222,MM 204,7.568181818181818
1223,MM 206,6.486486486486487
1224,MM 212,10.0
1225,MM 320,6.619329388560158
1226,MM 322,9.288
1227,MM 323,8.379310344827585
1228,MM 357,6.74901185770751
1229,MM 359,7.198818897637795
1230,MM 406,6.969135802469136
1231,MM 408,7.185185185185185
1232,MM 445,8.24390243902439
1233,MM 612,9.0
1234,MM 622,8.431034482758621
1235,MM 624,7.617647058823529
1236,MM 626,8.378378378378379
1237,MM 638,8.511627906976743
1238,MM 650,8.420289855072463
1239,MM 652,7.666666666666667
1240,MM 656,8.272486772486772
1241,MM 674,8.345864661654135
1242,MM 677,8.193548387096774
1243,MM 684,8.88888888888889
1244,MM 691,8.647058823529411
1245,MM 700,8.149532710280374
1246,MM 712,7.951612903225806
1247,MM 718,8.478260869565217
1248,MM 722,8.255813953488373
1249,MM 739,9.047619047619047
1250,MM 746,8.666666666666666
1251,MM 749,7.089108910891089
1252,MM 753,8.869565217391305
1253,PH 117,8.039294895336026
1254,PH 231,8.447368421052632
1255,PH 233,7.50531914893617
1256,PH 447,8.818181818181818
1257,PH 527,8.778378378378378
1258,PH 588,9.368421052631579
1259,PH 204,7.126373626373627
1260,PH 230,8.7
1261,PH 232,9.0418410041841
1262,PH 252,7.407407407407407
1263,PH 408,7.14070351758794
1264,PH 410,7.190697674418605
1265,PH 418,7.6745283018867925
1266,PH 422,7.153846153846154
1267,PH 424,7.374384236453202
1268,PH 436,6.736170212765957
1269,PH 438,6.368852459016393
1270,PH 441,9.127551020408163
1271,PH 444,7.351111111111111
1272,PH 446,8.264069264069263
1273,PH 500,7.25
1274,PH 510,7.746192893401015
1275,PH 512,9.372972972972972
1276,PH 530,6.976744186046512
1277,PH 534,7.279166666666667
1278,PH 540,6.433734939759036
1279,PH 544,6.903225806451613
1280,PH 550,8.26086956521739
1281,PH 556,6.9113924050632916
1282,PH 562,8.491803278688524
1283,PH 566,7.578378378378378
1284,PH 572,9.583333333333334
1285,PH 580,8.546218487394958
1286,PH 596,9.322222222222223
1287,PHS802,9.69767441860465
1288,PS 606,8.723214285714286
1289,PS 625,8.14423076923077
1290,PS 630,9.065217391304348
1291,PSS801,8.75
1292,PS 602,8.731707317073171
1293,PS 607,8.6
1294,PS 610,8.263736263736265
1295,PS 626,8.873333333333333
1296,PS 694,8.350877192982455
1297,SC 202,7.870967741935484
1298,SC 602,6.928571428571429
1299,SC 607,7.463157894736842
1300,SC 626,7.975609756097561
1301,SC 647,9.384615384615385
1302,TD 609,10.0
1303,TD 604,8.222222222222221
1304,TD 620,8.4375
1305,TD 627,9.117647058823529
1306,TD 630,8.478260869565217
1307,TD 632,7.956521739130435
1308,TD 653,8.522727272727273
1309,US 611,10.0
1310,US 603,8.733333333333333
1311,US 606,9.2
1312,US 614,9.857142857142858
1313,AE 103,8.20125786163522
1314,AE 229,7.342465753424658
1315,AE 231,8.534246575342467
1316,AE 501,7.6
1317,AE 623,8.289473684210526
1318,AE 681,6.242857142857143
1319,AE 725,7.393103448275862
1320,BB 402,7.455696202531645
1321,BB 405,7.10752688172043
1322,BB 427,9.5
1323,BB 502,9.5
1324,BB 505,9.088235294117647
1325,BB 517,7.804347826086956
1326,BB 521,8.070707070707071
1327,BB 523,7.742424242424242
1328,BB 525,8.352112676056338
1329,BB 527,9.125
1330,BB 529,9.28125
1331,BB 531,8.2
1332,BB 535,9.333333333333334
1333,BB 539,9.0
1334,BB 601,9.371428571428572
1335,BB 607,8.601769911504425
1336,BB 617,9.13888888888889
1337,BB 638,7.867088607594937
1338,BB 647,8.571428571428571
1339,BB 669,6.48
1340,BB 681,8.75
1341,BB 706,8.588235294117647
1342,CE 103,7.6911764705882355
1343,CE 203,6.090361445783133
1344,CE 207,7.693333333333333
1345,CE 209,6.887417218543046
1346,CE 219,7.633333333333334
1347,CE 235,7.02027027027027
1348,CE 310,8.575178997613365
1349,CE 317,5.293103448275862
1350,CE 323,6.733009708737864
1351,CE 325,6.136865342163356
1352,CE 328,8.808056872037914
1353,CE 401,7.588014981273409
1354,CE 407,6.53639846743295
1355,CE 410,7.37037037037037
1356,CE 462,6.218181818181818
1357,CE 647,8.541666666666666
1358,CE 702,8.290322580645162
1359,CH 111,6.5049504950495045
1360,CH 117,9.266961651917404
1361,CH 209,7.258064516129032
1362,CH 219,9.535714285714286
1363,CH 231,8.724137931034482
1364,CH 415,9.02909090909091
1365,CH 417,9.242753623188406
1366,CH 433,9.301538461538462
1367,CH 481,7.771689497716895
1368,CH 514,7.8
1369,CH 812,8.736842105263158
1370,CH 817,8.210526315789474
1371,CH 818,9.1
1372,CH 831,9.53968253968254
1373,CH 839,8.833333333333334
1374,CH 845,9.115384615384615
1375,CL 205,6.868571428571428
1376,CL 207,6.931972789115647
1377,CL 250,6.641025641025641
1378,CL 305,7.360824742268041
1379,CL 319,6.564516129032258
1380,CL 324,6.868055555555555
1381,CL 461,8.925925925925926
1382,CL 464,7.188888888888889
1383,CL 501,8.866666666666667
1384,CL 611,8.428571428571429
1385,CL 618,7.173076923076923
1386,CL 671,8.0
1387,CL 674,5.6
1388,CL 675,8.0
1389,CL 688,7.985714285714286
1390,CL 710,6.222222222222222
1391,CL 718,9.071428571428571
1392,CM 505,9.0
1393,CM 612,8.5
1394,CM 613,8.666666666666666
1395,CS 105,7.279569892473118
1396,CS 152,8.302564102564103
1397,CS 154,8.308080808080808
1398,CS 230,8.38488576449912
1399,CS 231,8.563157894736841
1400,CS 232,9.05026455026455
1401,CS6001,7.828125
1402,CS 602,7.676470588235294
1403,CS 614,8.903225806451612
1404,CS 663,7.36964980544747
1405,CS 742,7.24015748031496
1406,CS 758,6.818181818181818
1407,CS 768,8.51923076923077
1408,CS 774,10.0
1409,CS 781,7.931034482758621
1410,CS 782,8.75
1411,CSS802,10.0
1412,DH 301,7.662650602409639
1413,DH 302,9.13768115942029
1414,DH 307,8.918238993710691
1415,DH 803,8.095238095238097
1416,DHS801,9.375
1417,EC 401,8.227272727272727
1418,EC 638,8.578947368421053
1419,EC 707,8.232142857142858
1420,EE 103,7.651741293532338
1421,EE 236,7.629565217391304
1422,EE 341,7.188581314878893
1423,EE 457,8.454545454545455
1424,EE 501,7.117647058823529
1425,EE 610,7.516393442622951
1426,EE6101,9.6
1427,EE6102,9.035714285714286
1428,EE6105,7.380952380952381
1429,EE 638,8.371428571428572
1430,EE 658,8.533333333333333
1431,EE 673,8.3625
1432,EE 746,7.635555555555555
1433,EE 782,8.427745664739884
1434,EN 110,7.989247311827957
1435,EN 213,6.471698113207547
1436,EN 319,7.438848920863309
1437,EN 405,9.114754098360656
1438,EN 415,8.983870967741936
1439,EN 609,8.365853658536585
1440,EN 624,7.702702702702703
1441,EN 632,7.61139896373057
1442,EN 637,9.289473684210526
1443,EN 655,8.915254237288135
1444,EN 658,7.594594594594595
1445,EN 663,7.45
1446,ENT101,8.757985257985258
1447,ENT609,8.420168067226891
1448,ES 101,7.684210526315789
1449,ES 404,7.8
1450,ES 407,8.246575342465754
1451,ES 451,8.494623655913978
1452,ES 601,8.222222222222221
1453,ES 691,8.692307692307692
1454,ET 606,9.5
1455,ET 621,7.2
1456,ET 622,9.142857142857142
1457,GNR405,8.0
1458,GNR650,8.54054054054054
1459,GNR805,7.5
1460,GP 517,8.076923076923077
1461,GP 525,8.785714285714286
1462,GS 709,9.114285714285714
1463,GS 809,9.428571428571429
1464,GS 827,8.333333333333334
1465,GS 831,8.428571428571429
1466,GS 832,10.0
1467,GS 833,10.0
1468,GS 859,9.5
1469,HS 108,8.14568345323741
1470,HS 109,7.759425493716337
1471,HS 113,7.5
1472,HS 207,7.4411764705882355
1473,HS 443,6.482758620689655
1474,HS 467,6.96875
1475,HS 558,8.375
1476,HS 597,9.321428571428571
1477,HS 599,9.428571428571429
1478,HS 626,8.8125
1479,HS 635,5.538461538461538
1480,HS 642,8.545454545454545
1481,HS 647,7.875
1482,HS 650,7.5
1483,HS 651,7.7727272727272725
1484,HS 652,9.7
1485,HS 653,6.857142857142857
1486,HS 659,8.0
1487,HS 668,9.142857142857142
1488,HS 669,8.428571428571429
1489,HS 670,7.857142857142857
1490,HS 671,7.571428571428571
1491,HS 672,8.0
1492,HS 673,5.875
1493,HS 674,8.875
1494,HS 711,8.636363636363637
1495,HS 712,9.0
1496,HS 835,9.0
1497,HS 851,10.0
1498,HS 861,8.444444444444445
1499,HS 862,7.5
1500,HS 863,8.76923076923077
1501,DE 109,8.338610378188214
1502,DE 113,8.657142857142857
1503,DE 115,7.6
1504,DE 117,6.972222222222222
1505,DE 119,7.8
1506,DE 135,8.428571428571429
1507,DE 224,9.25
1508,DE 311,8.636363636363637
1509,DE 319,8.129032258064516
1510,DE 320,7.5
1511,DE 626,8.483333333333333
1512,DE 677,8.835714285714285
1513,DE 688,8.74
1514,DE 689,7.764705882352941
1515,DE 692,7.5
1516,DE 693,8.666666666666666
1517,DE 698,7.5
1518,DE 708,8.333333333333334
1519,DE 710,8.5
1520,DEP405,6.972222222222222
1521,IE 619,6.458333333333333
1522,IE 685,8.864864864864865
1523,IE 708,7.75
1524,MA 105,6.521033210332103
1525,MA 113,7.808510638297872
1526,MA 114,6.314814814814815
1527,MA5109,7.12
1528,MA5114,10.0
1529,MA5115,6.181818181818182
1530,MA 855,8.5
1531,MA 861,8.625
1532,SI 424,7.2312925170068025
1533,SI 429,6.528
1534,SI 431,7.533333333333333
1535,SI 537,8.06
1536,SI 543,8.0
1537,ME 103,7.901515151515151
1538,ME 223,6.866071428571429
1539,ME 338,7.139318885448916
1540,ME 346,6.9826224328594
1541,ME 350,8.384615384615385
1542,ME 423,7.19964664310954
1543,ME 438,9.571428571428571
1544,ME 441,8.229310344827587
1545,ME6116,7.8
1546,ME 621,6.666666666666667
1547,ME 721,8.434782608695652
1548,ME 724,8.461538461538462
1549,ME 751,7.071428571428571
1550,ME 758,9.384615384615385
1551,ME 774,7.875
1552,MS 101,8.566158386620758
1553,MGT806,9.074074074074074
1554,SOM101,7.7471958584987055
1555,SOM622,7.940217391304348
1556,SOM624,7.230769230769231
1557,SOM635,7.27906976744186
1558,SOM636,8.533333333333333
1559,SOM671,7.01123595505618
1560,SOM709,8.28125
1561,SOM710,8.289340101522843
1562,SOM793,8.0
1563,SOM794,9.5
1564,MM 202,9.5
1565,MM 219,6.866666666666666
1566,MM 221,9.396694214876034
1567,MM 223,6.700854700854701
1568,MM 225,6.626373626373627
1569,MM 301,5.161403508771929
1570,MM 319,6.909420289855072
1571,MM 451,6.466850828729282
1572,MM 477,8.0
1573,MM 611,9.0
1574,MM 699,8.381818181818181
1575,MM 723,8.346153846153847
1576,MM 747,8.15625
1577,MM 751,9.098765432098766
1578,PH 109,8.247787610619469
1579,PH 221,9.03225806451613
1580,PH 223,6.924242424242424
1581,PH 225,7.030769230769231
1582,PH 575,8.72972972972973
1583,PH 807,9.476190476190476
1584,PH 819,8.777777777777779
1585,PS 632,8.385964912280702
1586,PS 635,9.112903225806452
1587,PS 643,8.725
1588,PS 645,8.142857142857142
1589,SC 618,8.609756097560975
1590,SC 649,7.549019607843137
1591,SC 650,8.61111111111111
1592,SC 653,8.578947368421053
1593,AE 233,7.458333333333333
1594,AE 244,7.1506849315068495
1595,AE 246,9.554054054054054
1596,AE 248,6.784
1597,AE 624,6.673469387755102
1598,AE 658,5.636363636363637
1599,AE 700,6.375
1600,AE 710,5.545454545454546
1601,BB 411,8.0
1602,BB 520,7.782608695652174
1603,BB 522,7.887323943661972
1604,BB 524,6.366197183098592
1605,BB 526,8.253164556962025
1606,BB 528,7.537313432835821
1607,BB 536,8.666666666666666
1608,BB 592,9.290322580645162
1609,BB 606,8.444444444444445
1610,BB 615,9.25
1611,BB 625,8.27659574468085
1612,BB 628,7.723684210526316
1613,BB 648,8.895522388059701
1614,BB 657,9.428571428571429
1615,BB 668,9.0
1616,CE 234,5.141176470588236
1617,CE 236,5.707482993197279
1618,CE 238,6.084745762711864
1619,CE 242,9.604026845637584
1620,CE 244,6.2052980132450335
1621,CE 330,6.867605633802817
1622,CE 332,6.018691588785047
1623,CE 334,8.427586206896551
1624,CE 336,7.6753554502369665
1625,CE 338,7.992857142857143
1626,CE 632,8.15625
1627,CE 660,8.395348837209303
1628,CE 757,7.285714285714286
1629,CE 761,7.480769230769231
1630,CE 770,7.388888888888889
1631,CE 772,6.783783783783784
1632,CE 774,8.0
1633,CE 778,8.466666666666667
1634,CH 110,6.493333333333333
1635,CH 202,6.828571428571428
1636,CH 216,6.241379310344827
1637,CH 226,9.793103448275861
1638,CH 228,8.96774193548387
1639,CH 230,8.6
1640,CH 418,9.114551083591332
1641,CH 432,9.157407407407407
1642,CH 434,8.561728395061728
1643,CH 540,7.926315789473684
1644,CH 576,7.75
1645,CH 604,7.769230769230769
1646,CH 605,8.705882352941176
1647,CH 806,7.933962264150943
1648,CH 848,7.4
1649,CH 849,8.771084337349398
1650,CL 102,7.676567656765677
1651,CL 208,6.7622377622377625
1652,CL 210,7.088888888888889
1653,CL 232,8.013840830449826
1654,CL 242,7.6689655172413795
1655,CL 260,6.825
1656,CL 302,7.285223367697594
1657,CL 335,7.55535390199637
1658,CL 429,7.0
1659,CL 452,7.502392344497608
1660,CL 610,8.875
1661,CL 657,7.894736842105263
1662,CL 677,7.071428571428571
1663,CL 717,2.3230769230769233
1664,CL 726,7.142857142857143
1665,CM 503,7.5
1666,CM 504,9.0
1667,CM 611,7.625
1668,CM 801,7.899159663865547
1669,CS 104,6.934065934065934
1670,CS 208,6.801047120418848
1671,CS 217,7.129533678756476
1672,CS 219,7.25
1673,CS 236,7.38421052631579
1674,CS 240,6.994764397905759
1675,CS6004,6.220588235294118
1676,CS 603,7.2894736842105265
1677,CS 608,6.9411764705882355
1678,CS 613,7.875
1679,CS 735,9.4
1680,CS 738,5.0
1681,CS 745,8.39423076923077
1682,CS 754,7.8108108108108105
1683,CS 757,8.428571428571429
1684,CS 778,9.54054054054054
1685,CS 784,8.277777777777779
1686,CS 786,8.555555555555555
1687,DH 304,6.974489795918367
1688,DH 602,7.702970297029703
1689,DH 804,8.88888888888889
1690,DH 805,8.181818181818182
1691,EC 631,7.886363636363637
1692,EC 633,8.277777777777779
1693,EE 230,7.947969543147208
1694,EE 350,7.993079584775087
1695,EE 462,7.926229508196721
1696,EE 465,7.6521739130434785
1697,EE6104,7.580645161290323
1698,EE6106,7.704761904761905
1699,EE 615,8.627450980392156
1700,EE 656,7.795454545454546
1701,EE 686,8.0625
1702,EE 712,7.8389261744966445
1703,EE 724,6.865384615384615
1704,EE 734,7.816326530612245
1705,EE 747,8.6
1706,EE 755,8.11111111111111
1707,EE 761,8.714285714285714
1708,EE 767,8.03225806451613
1709,EE 774,8.612244897959183
1710,EE 779,7.285714285714286
1711,EE 801,8.933333333333334
1712,EN 220,6.980392156862745
1713,EN 222,6.4
1714,EN 224,7.7592592592592595
1715,EN 226,8.137254901960784
1716,EN 615,6.8478260869565215
1717,EN 630,7.9772727272727275
1718,EN 645,7.142857142857143
1719,EN 659,7.545454545454546
1720,ENT605,9.379310344827585
1721,ENT610,7.335365853658536
1722,ENT612,8.446808510638299
1723,ENT613,6.604166666666667
1724,ES 458,7.333333333333333
1725,ES 642,7.556818181818182
1726,ES 654,7.2
1727,ES 658,6.641304347826087
1728,ES 676,7.817204301075269
1729,ET 623,9.279411764705882
1730,ETS801,9.6
1731,GNR410,8.333333333333334
1732,GNR649,8.6893039049236
1733,GP 422,9.17142857142857
1734,GS 450,9.46896551724138
1735,GS 542,8.153846153846153
1736,GS 545,8.692307692307692
1737,GS 682,8.461538461538462
1738,GS 707,9.25
1739,GS 710,9.266666666666667
1740,GS 814,9.0
1741,HS 110,7.425287356321839
1742,HS 112,7.77710843373494
1743,HS4110,6.4
1744,HS 431,6.602941176470588
1745,HS 465,8.03125
1746,HS 551,8.5
1747,HS 554,8.166666666666666
1748,HS 598,9.11111111111111
1749,HS 621,8.03305785123967
1750,HS 643,7.7727272727272725
1751,HS 654,9.0
1752,HS 660,7.0
1753,HS 661,9.416666666666666
1754,HS 662,8.722222222222221
1755,HS 666,8.181818181818182
1756,HS 710,6.973684210526316
1757,HS 805,8.291666666666666
1758,HS 818,9.0
1759,HS 828,8.6
1760,HS 852,9.0
1761,HS 856,8.8
1762,HS 864,7.0
1763,DE 110,7.659574468085107
1764,DE 112,8.971428571428572
1765,DE 114,8.75
1766,DE 116,8.085714285714285
1767,DE 129,8.1
1768,DE 136,8.285714285714286
1769,DE 212,7.2631578947368425
1770,DE 214,6.814814814814815
1771,DE 216,7.3283582089552235
1772,DE 250,9.231235784685367
1773,DE 312,7.571428571428571
1774,DE 314,8.037037037037036
1775,DE 318,8.236842105263158
1776,DE 321,6.933333333333334
1777,DE 323,8.857142857142858
1778,DE 324,8.421052631578947
1779,DE 632,8.82857142857143
1780,DE 686,7.0
1781,DE 712,8.9375
1782,DE 725,8.68421052631579
1783,DEP408,8.3125
1784,DEP410,8.0
1785,IE 504,6.6347826086956525
1786,IE 506,5.601809954751131
1787,IE 607,8.090909090909092
1788,IE 612,7.891472868217054
1789,IE 620,6.714285714285714
1790,IE 709,7.148514851485149
1791,IE 710,7.797297297297297
1792,IES802,8.333333333333334
1793,MA 110,6.331293037490436
1794,MA 504,6.8
1795,MA 510,6.25
1796,MA5104,7.4
1797,MA5110,6.2727272727272725
1798,MA5116,9.333333333333334
1799,MA 562,8.5
1800,MA 818,9.571428571428571
1801,MA 842,10.0
1802,MA 846,6.4
1803,MA 852,9.0
1804,SI 426,7.180451127819549
1805,SI 539,10.0
1806,SI 541,7.391891891891892
1807,SI 546,7.5
1808,ME 104,7.761306532663316
1809,ME 226,6.750528541226216
1810,ME 228,7.422907488986784
1811,ME 230,7.184684684684685
1812,ME 306,7.280898876404494
1813,ME 310,8.707440100882724
1814,ME 312,8.116591928251122
1815,ME 316,7.0889423076923075
1816,ME 370,8.632558139534884
1817,ME 420,7.5
1818,ME6103,9.0
1819,ME6106,6.947368421052632
1820,ME6114,7.9144542772861355
1821,ME6118,7.333333333333333
1822,ME 639,8.533333333333333
1823,ME 678,8.25
1824,ME 730,6.809523809523809
1825,ME 762,8.13953488372093
1826,ME 768,8.148148148148149
1827,ME 779,7.253333333333333
1828,ME 790,8.631578947368421
1829,ME 800,8.076923076923077
1830,ME 802,8.147058823529411
1831,IWE710,8.37037037037037
1832,IWE712,8.379746835443038
1833,IWE715,8.21951219512195
1834,IWE720,8.425
1835,SOM649,8.338235294117647
1836,SOM660,6.944444444444445
1837,SOM686,6.967213114754099
1838,SOM707,8.125
1839,SOM717,7.846153846153846
1840,SOM720,8.142857142857142
1841,SOM722,8.38135593220339
1842,SOM723,8.59375
1843,SOM724,7.157894736842105
1844,SOM725,8.682539682539682
1845,MM 105,6.272058823529412
1846,MM 210,7.033333333333333
1847,MM 218,7.327586206896552
1848,MM 222,7.258620689655173
1849,MM 224,8.88695652173913
1850,MM 226,9.08695652173913
1851,MM 312,8.00369003690037
1852,MM 318,7.132616487455197
1853,MM 426,8.689243027888446
1854,MM 448,8.404494382022472
1855,MM 462,7.574803149606299
1856,MM6004,10.0
1857,MM 642,9.048387096774194
1858,MM 658,8.363636363636363
1859,MM 685,8.551724137931034
1860,MM 750,8.185185185185185
1861,MM 754,8.066666666666666
1862,MM 756,10.0
1863,MM 801,9.333333333333334
1864,PH 110,7.434977578475336
1865,PH 216,6.612903225806452
1866,PH 222,8.761904761904763
1867,PH 307,7.721311475409836
1868,PH 309,6.833333333333333
