Course Code,Average Grade,CBS,nXX,Course Name,Course Type
DE 708,8.333333333333334,2.102833142531158,7,Introduction to Interface Design,Theory
DE 710,8.5,4.586577340066163,7,Design Evaluation,Theory
DEP405,6.972222222222222,2.2942785773274923,4,BDes Design Project - 1,Other Project
IE 619,6.458333333333333,2.2618271840714983,6,Combinatorial Game Theory,Theory
IE 685,8.864864864864865,2.617327984246736,6,MSc.Phd. Research Project I,Other Project
IE 708,7.75,1.2621916853664656,7,Markov Decision Processes,Theory
MA 105,6.521033210332103,1.7232472324723247,1,Calculus,Theory
MA 113,7.808510638297872,4.262613777017779,1,Mathematics and Its History,Theory
MA 114,6.314814814814815,1.603068731683299,1,An Introduction to Mathematical Concepts,Theory
MA5109,7.12,1.5262402753338349,5,Graph Theory,Theory
MA5114,10.0,4.190597841964052,5,Supervised Learning Project,Other Project
MA5115,6.181818181818182,0.5745256104778297,5,Hopf Algebras,Theory
MA 855,8.5,1.1368174332910463,8,Topics in Numerical Analysis I,Theory
MA 861,8.625,1.2020697195901702,8,Combinatorics I,Theory
SI 424,7.231292517006802,1.9914291026607789,4,Statistical Inference I,Theory
SI 429,6.528,1.4645763540898622,4,Real analysis,Theory
SI 431,7.533333333333333,2.7623245033805404,4,Introduction to Data Analysis using R,Theory
SI 537,8.06,2.353140051810332,5,Probability II,Theory
SI 543,8.0,0.0,5,Asymptotic Statistics,Theory
ME 103,7.901515151515151,5.000997731574193,1,Mechanical Department Introductory Course I,Theory
ME 223,6.866071428571429,2.428571428528141,2,Solid Mechanics and Strength of Materials,Theory
ME 338,7.139318885448916,2.166552315480296,3,Manufacturing Processes II,Theory
ME 346,6.9826224328594,2.161675513967237,3,Heat Transfer,Theory
ME 350,8.384615384615385,1.8022582984863884,3,Refrigeration and Airconditioning,Theory
ME 423,7.19964664310954,1.807357199673172,4,Machine Design,Theory
ME 438,9.571428571428571,4.208967726452043,4,Introduction to modeling of materials from atomistics to continuum,Theory
ME 441,8.229310344827587,4.651253413543186,4,Applied Thermodynamics Lab,Lab
ME6116,7.8,1.536928174409547,6,Design of Fiber-Reinforced Composites,Theory
ME 621,6.666666666666667,0.4583403921059336,6,Mathematical Methods for Mechanics and Dynamics,Theory
ME 721,8.434782608695652,5.766653382178671,7,Design Engg. Lab,Lab
ME 724,8.461538461538462,2.637727102991308,7,Essentials of Turbulence,Theory
ME 751,7.071428571428571,0.9258776096831642,7,Mechanics of Deformable Bodies,Theory
ME 758,9.384615384615383,3.221414726410759,7,Microfluidics,Theory
ME 774,7.875,2.552114763023985,7,Processing of Aerospace Materials-II,Theory
MS 101,8.566158386620758,5.26725880002121,1,Makerspace,Lab
MGT806,9.074074074074074,5.741819675339501,8,Behavioral Operations Management,Theory
SOM101,7.7471958584987055,2.7128436531122744,1,Introduction to Management,Theory
SOM622,7.940217391304348,3.0100649468372467,6,Strategic Marketing,Theory
SOM624,7.230769230769231,1.4622739975976564,6,Warehouse Operations,Theory
SOM635,7.27906976744186,1.703438163468957,6,Operations Strategy,Theory
SOM636,8.533333333333333,4.931398519157877,6,Innovation Management,Theory
SOM671,7.01123595505618,2.5159834702331465,6,International Competitiveness,Theory
SOM709,8.28125,4.02809622741729,7,International Business,Theory
SOM710,8.289340101522843,3.5843602254868934,7,Economics of Development in India,Theory
SOM793,8.0,0.7786108454505786,7,Compulsory IDDDP Project,Other Project
SOM794,9.5,2.3636329458189937,7,Optional IDDDP Project,Other Project
MM 202,9.5,2.3999479147255425,2,Thermodynamics of Materials,Theory
MM 219,6.866666666666666,1.8083280181214871,2,Structure of Materials,Theory
MM 221,9.396694214876034,8.743797497213189,2,Sensors and Measurements Lab,Lab
MM 223,6.700854700854701,2.940151487360676,2,Thermodynamics of Materials,Theory
MM 225,6.626373626373627,2.0549450549449277,2,AI and Data Science,Theory
MM 301,5.161403508771929,1.3390624446979646,3,Phase Transformations,Theory
MM 319,6.909420289855072,2.42894541572178,3,Mechanical Behaviour of Materials,Theory
MM 451,6.466850828729282,2.0758721612667714,4,Instrumentation and Process Control Theory,Theory
MM 477,8.0,0.0,4,Ceramic Processing Techniques,Theory
MM 611,9.0,7.218973770774393,6,Processing and Characterization of Steel (Lab.),Lab
MM 699,8.381818181818181,2.917377301060192,6,Corrosion Laboratory,Lab
MM 723,8.346153846153847,2.831327099180282,7,Thermoelectric Materials,Theory
MM 747,8.15625,2.804355377504611,7,First Principles Approach to Materials Science,Theory
MM 751,9.098765432098766,6.070926506199764,7,Engineering Aspects of Desalination,Theory
PH 109,8.247787610619469,5.318609049743292,1,Fundamental Themes in Physics,Theory
PH 221,9.03225806451613,6.3004835263858405,2,Analog Electronics,Theory
PH 223,6.924242424242424,2.177937850390915,2,Complex Analysis and Integral Transforms,Theory
PH 225,7.030769230769231,2.657015099376276,2,Quantum Mechanics I,Theory
PH 575,8.72972972972973,5.774247053658122,5,Nanoscience: Fundamentals to Fabrication,Theory
PH 807,9.476190476190476,4.037902339382227,8,Current Trends in Physics,Theory
PH 819,8.777777777777779,5.091070895617333,8,Advanced Astrophysics,Theory
PS 632,8.385964912280702,3.283930867128968,6,Contemporary Issues in Data Policy and Management,Theory
PS 635,9.112903225806452,6.499676768733362,6,Economic Analysis for Public Policy,Theory
PS 643,8.725,5.049628852279357,6,"Introduction to AI, Data, and Policy",Theory
PS 645,8.142857142857142,3.517006554782669,6,Affirmative Action in India: A Brief Constitutional History,Theory
SC 618,8.609756097560975,4.5114503793239225,6,Analytical and Geometric Dynamics,Theory
SC 649,7.549019607843137,4.28665824626045,6,Embedded Control & Robotics,Theory
SC 650,8.61111111111111,2.931306932749951,6,High Energy Physics and Systems,Theory
SC 653,8.578947368421053,4.499057032551208,6,Optimisation for Large Scale Machine Learning,Theory
AE 233,7.458333333333333,1.3189020668280549,2,Control Systems Laboratory,Lab
AE 244,7.1506849315068495,2.450687359927796,2,Low Speed Aerodynamics,Theory
AE 246,9.554054054054054,8.580241659036457,2,Aircraft Structures Laboratory,Lab
AE 248,6.784,2.039996925901645,2,AI and Data Science,Theory
AE 624,6.673469387755102,1.8987545610885583,6,Hypersonic Flow Theory,Theory
AE 658,5.636363636363637,0.8563906701626353,6,Design of Powerplants for Aircraft,Theory
AE 700,6.375,2.4865444779044097,7,Guidance & Control of Unmanned Autonomous Vehicles,Theory
AE 710,5.545454545454546,0.4718695029882707,7,Aeroacoustics,Theory
BB 411,8.0,4.008316089629506,4,Molecular Cell Biology,Theory
BB 520,7.782608695652174,3.831007324636919,5,Analytical Biochemistry,Theory
BB 522,7.887323943661972,4.187874241993375,5,Microbiology,Theory
BB 524,6.366197183098592,2.0869535529371777,5,Genetic Engineering,Theory
BB 526,8.253164556962025,5.116534491620174,5,Biomolecular Spectroscopy,Theory
BB 528,7.537313432835821,2.7067996563831294,5,Integrated Biology Lab,Lab
BB 536,8.666666666666666,2.5625731745996223,5,Cryo-Electron Microscopy,Theory
BB 592,9.290322580645162,8.663318759156319,5,Project Stage II,Other Project
BB 606,8.444444444444445,5.1547770298777404,6,Cellular Electricity: Physics & Modeling,Theory
BB 615,9.25,3.666577520092232,6,General Virology,Theory
BB 625,8.27659574468085,4.451484363397124,6,Motor Control in Health and Disease,Theory
BB 628,7.723684210526316,6.092302558665268,6,Molecular Cell Signaling,Theory
BB 648,8.895522388059701,6.740831811272918,6,Protein Engineering,Theory
BB 657,9.428571428571429,3.267672597913177,6,Regulatory Aspects of Drug Development,Theory
BB 668,9.0,6.362696758401435,6,Engineering Principles in Surgical Reconstruction,Theory
CE 234,5.141176470588236,0.7176470515929948,2,Structural Mechanics,Theory
CE 236,5.707482993197279,2.312924662386445,2,Soil Mechanics,Theory
CE 238,6.084745762711864,1.8022598782215915,2,Land Surveying: Theory and Practice,Theory
CE 242,9.604026845637584,9.241610621259246,2,Hydromechanics Laboratory,Lab
CE 244,6.2052980132450335,1.9999998046683551,2,Transportation Engineering,Theory
CE 330,6.867605633802817,2.675500862559176,3,Geotechnical Engineering II,Theory
CE 332,6.018691588785047,2.384097301070754,3,Structural Design II,Theory
CE 334,8.427586206896551,5.886811840476184,3,Transportation Engineering II,Theory
CE 336,7.6753554502369665,3.3922815597036524,3,Geotechnical Engineering Lab II,Lab
CE 338,7.992857142857143,3.999743532480888,3,Estimation and Materials Testing Laboratory,Lab
CE 632,8.15625,3.1648052102226174,6,Ground Improvement,Theory
CE 660,8.395348837209303,5.1250587148909,6,Conservation of Heritage Structures,Theory
CE 757,7.285714285714286,1.008811878625856,7,Remote Sensing of Thermal Radiation,Theory
CE 761,7.480769230769231,2.189130967869513,7,Blast Resistant Structures,Theory
CE 770,7.388888888888889,2.1191695910025854,7,Ocean Renewable Energy,Theory
CE 772,6.783783783783784,1.641152058989317,7,Pavement Materials,Theory
CE 774,8.0,3.0857857296025384,7,Traffic Management and Design,Theory
CE 778,8.466666666666667,2.9542770970977803,7,Microwave Remote Sensing: Principles and Applications in Civil Engineering,Theory
CH 110,6.493333333333333,2.61161310802287,1,Interpretative Spectroscopy,Theory
CH 202,6.828571428571428,2.291620709483974,2,Transition Metal Chemistry,Theory
CH 216,6.241379310344827,1.458771028135038,2,Thermodynamics and Chemical Kinetics,Theory
CH 226,9.79310344827586,9.736416609427703,2,Inorganic Chemistry Lab-II,Lab
CH 228,8.96774193548387,7.294548367310002,2,Organic Chemistry Lab II,Lab
CH 230,8.6,5.845875260744532,2,Physical Chemistry Lab I,Lab
CH 418,9.114551083591332,7.74970742746504,4,Organic Chemistry Lab. III,Lab
CH 432,9.157407407407408,8.339545975367889,4,Inorganic Chemistry Lab III,Lab
CH 434,8.561728395061728,6.13085439393695,4,Physical Chemistry Lab III,Lab
CH 540,7.926315789473684,3.1608236917679804,5,Drugs and Biologically Active Compounds,Theory
CH 576,7.75,3.5663504262152026,5,Statistical Mechanics,Theory
CH 604,7.769230769230769,1.0200524119797567,6,Introduction to NMR Spectroscopy,Theory
CH 605,8.705882352941176,1.9509451618106044,6,"Chemical dynamics: quantum, classical and semiclassical methods",Theory
CH 806,7.933962264150943,4.524573916137665,8,Molecular Photochemistry,Theory
CH 848,7.4,0.3177808190869215,8,Advanced Molecular Energetics,Theory
CH 849,8.771084337349398,5.3170926400512215,8,Organic Spectroscopy,Theory
CL 102,7.676567656765677,3.3827890011930086,1,Material and Energy Balances,Theory
CL 208,6.7622377622377625,2.727272048223711,2,Chemical Reaction Engineering,Theory
CL 210,7.088888888888889,1.3111106984606502,2,Separation Processes,Theory
CL 232,8.013840830449826,4.17892514723196,2,Chemical Engineering Lab. I,Lab
CL 242,7.6689655172413795,3.21379280878062,2,Fundamentals of Heat and Mass Transfer,Theory
CL 260,6.825,1.50832760543935,2,Molecular and Statistical Thermodynamics,Theory
CL 302,7.285223367697594,2.5524563883883875,3,Process Control,Theory
CL 335,7.55535390199637,2.560758592956743,3,Chemical Engineering Lab. III,Lab
CL 429,7.0,0.5604256362900578,4,Polymer Science and Engineering,Theory
CL 452,7.502392344497608,2.927430511139715,4,Process Design Project,Lab
CL 610,8.875,7.4571551953716195,6,Experimental Methods,Lab
CL 657,7.894736842105263,4.043541563197977,6,Computational Flow Modelling,Theory
CL 677,7.071428571428571,1.3808667284779097,6,Modelling Stochastic and Turbulent Transport,Theory
CL 717,2.3230769230769237,0.690216543920283,7,Evolutionary Dynamics,Theory
CL 726,7.142857142857143,3.50307983939226,7,Introduction to Genomics,Theory
CM 503,7.5,0.8776867580133302,5,Atmospheric Thermodynamics,Theory
CM 504,9.0,1.7929725251433155,5,Monsoons and Tropical Climate,Theory
CM 611,7.625,0.5415955608858523,6,Introduction to Ocean Atmosphere Dynamics,Theory
CM 801,7.899159663865547,4.671045395334397,8,Introduction to Risk Analysis,Theory
CS 104,6.934065934065934,1.4619385584407747,1,Software Systems Lab,Lab
CS 208,6.801047120418848,1.0575916224808477,2,Automata Theory and Logic,Theory
CS 217,7.129533678756476,2.088082900396017,2,Artificial Intelligence and Machine Learning,Theory
CS 219,7.25,2.5833333311853712,2,Operating Systems,Theory
CS 236,7.38421052631579,4.263157890241325,2,Operating Systems Lab,Lab
CS 240,6.994764397905759,2.256544500991685,2,Artificial Intelligence and Machine Learning (Lab),Lab
CS6004,6.220588235294118,2.114249312097579,6,Code Optimization for Object-Oriented Languages,Theory
CS 603,7.2894736842105265,4.30002588056425,6,Geometric Algorithms,Theory
CS 608,6.941176470588236,0.3829713952308247,6,Approximation Algorithms,Theory
CS 613,7.875,3.853484706942436,6,Design & Implementation of Functional Programming Languages,Theory
CS 735,9.4,3.470743739339853,7,Formal Models for Concurrent and Asynchronous Systems,Theory
CS 738,5.0,0.1385260567089426,7,"Concepts, Algorithms and Tools for Model Checking",Theory
CS 745,8.39423076923077,5.317240836709963,7,Principles of Data and System Security,Theory
CS 754,7.81081081081081,4.452772434810414,7,Advanced Image Processing,Theory
CS 757,8.428571428571429,5.441925501535478,7,Design and Re-engineering of Object Oriented Programs,Theory
CS 778,9.54054054054054,7.009869347240414,7,M.S. R&D 2,Other Project
CS 784,8.277777777777779,3.221747159317478,7,Image Synthesis,Theory
CS 786,8.555555555555555,5.464873902153164,7,Randomized Algorithms,Theory
DH 304,6.974489795918367,2.07977005561233,3,Economics of Health Care,Theory
DH 602,7.702970297029703,3.544475054221517,6,Machine Learning and Statistical Methods in Healthcare,Theory
DH 804,8.88888888888889,2.3320660191260534,8,Magnetic Resonance Imaging: From Physics to Physiology,Theory
DH 805,8.181818181818182,2.669946009786817,8,X-ray based Imaging in Healthcare,Theory
EC 631,7.886363636363637,3.358791462898155,6,Financial Economics,Theory
EC 633,8.277777777777779,2.0338132645017475,6,Economtrics of Programme Evaluation,Theory
EE 230,7.947969543147208,3.978960797898026,2,Analog Lab,Lab
EE 350,7.993079584775087,4.666120019565469,3,Technical Communication,Theory
EE 462,7.926229508196721,3.658457563027941,4,Digital Signal Processing Software and Hardware Lab,Lab
EE 465,7.6521739130434785,2.592927457673579,4,Cryptocurrency and Blockchain Technologies,Theory
EE6104,7.580645161290323,3.4753221560808107,6,Internet of Things,Theory
EE6106,7.704761904761905,3.323335138293626,6,Online Learning and Optimisation,Theory
EE 615,8.627450980392156,3.804373427351902,6,Control and Computational Laboratory,Lab
EE 656,7.795454545454546,2.50486847284668,6,Electrical Machine Analysis and Control,Theory
EE 686,8.0625,1.6997419945309138,6,H V D C Transmission,Theory
EE 712,7.838926174496644,3.958998819315719,7,Embedded Systems Design,Theory
EE 724,6.865384615384615,2.63693277301188,7,Nanoelectronics,Theory
EE 734,7.816326530612245,5.091318948909011,7,Advanced Probability and Random Processes for Engineers,Theory
EE 747,8.6,1.1709897765863804,7,Simulation of Power System Transients,Theory
EE 755,8.11111111111111,2.144844488419737,7,Quantum Transport in Nanoscale Devices,Theory
EE 761,8.714285714285714,6.752886234701227,7,Advanced Concentration Inequalities,Theory
EE 767,8.03225806451613,2.170475637635347,7,Photonics System Engineering,Theory
EE 774,8.612244897959183,3.89962686948483,7,Computational Techniques in Electrical Engineering,Theory
EE 779,7.285714285714286,1.5795289639945596,7,Advanced Topics in Signal Processing,Theory
EE 801,8.933333333333334,2.159368566283585,8,Introduction to Quantum Engineering,Theory
EN 220,6.980392156862745,2.8965077389701115,2,Reactions for Energy,Theory
EN 222,6.4,3.0520518355557558,2,Fluid Mechanics and Heat Transfer,Theory
EN 224,7.7592592592592595,4.184030914505315,2,Electrical Networks and Machines Lab,Lab
EN 226,8.137254901960784,3.571690037284531,2,Energy Conversion Lab,Lab
EN 615,6.8478260869565215,2.3015936700076245,6,Wind Energy Conversion Systems,Theory
EN 630,7.977272727272727,3.0764794056587093,6,Utilisation of Solar Thermal Energy,Theory
EN 645,7.142857142857143,0.4694589826778762,6,Process Integration,Theory
EN 659,7.545454545454546,1.5554187446479315,6,Energy Efficient Industrial Drives,Theory
ENT605,9.379310344827584,7.490094910099474,6,Business Fundamentals for Technopreneurs,Theory
ENT610,7.335365853658536,3.0639055964488136,6,Managing Innovation and IP for Entrepreneurs,Theory
ENT612,8.446808510638299,6.038823168950197,6,Field Immersion for Researchers and Entrepreneurs,Lab
ENT613,6.604166666666667,2.141118947162614,6,Social Enterprises & Inclusive Business,Theory
ES 458,7.333333333333333,0.4928074372503251,4,Environmental Change and Sustainable Development,Theory
ES 642,7.556818181818182,3.208563050239878,6,Industrial Wastewater Management and Reuse,Theory
ES 654,7.2,4.007019025428988,6,Groundwater Flow & Contaminant Transport through Porous Media,Theory
ES 658,6.641304347826087,2.51818687102274,6,Environmental Change and Sustainable Development,Theory
ES 676,7.817204301075269,4.063798683449014,6,Membrane Processes,Theory
ET 623,9.279411764705882,8.320232110785799,6,Learning Analytics,Theory
ETS801,9.6,3.544589350815169,8,Seminar,Seminar
GNR410,8.333333333333334,0.7508010533777979,4,Digital Photogrammetry and GPS,Theory
GNR649,8.6893039049236,6.514884604585329,6,Planetary Sciences: Earth and Beyond,Theory
GP 422,9.17142857142857,6.466500295989696,4,Geological Field Work,Other Project
GS 450,9.46896551724138,8.14050588010535,4,Geological field work,Other Project
GS 542,8.153846153846153,4.127657994590027,5,Isotope Geology,Theory
GS 545,8.692307692307692,1.814887797065558,5,Elements of Vertebrate Palaeontology,Theory
GS 682,8.461538461538462,2.8800426235234005,6,Industrial Mineralogy,Theory
GS 707,9.25,5.2170939149237245,7,Ore Fluid Geochemistry,Theory
GS 710,9.266666666666667,6.407467606260736,7,Geochemical Analysis and Instrumentation,Lab
GS 814,9.0,2.252403160133394,8,Topics in Isotope Geology,Theory
HS 110,7.425287356321839,2.121361361345269,1,Introduction to Psychology,Theory
HS 112,7.77710843373494,3.5149569052194147,1,Introduction to the Arts,Theory
HS4110,6.4,0.5004882641678997,4,Experimental Archaeology: An Introduction,Theory
HS 431,6.602941176470588,2.9508537119779223,4,Reading Fiction,Theory
HS 465,8.03125,3.662708773733457,4,Moral and Political Philosophy,Theory
HS 551,8.5,2.347165049064537,5,Introduction to Feminist Philosophy,Theory
HS 554,8.166666666666666,1.5663609975105477,5,"Language, Mind and the World",Theory
HS 598,9.11111111111111,3.339537365835308,5,Project Stage II,Other Project
HS 621,8.03305785123967,4.350226317802527,6,Contemporary Indian Philosophy,Theory
HS 643,7.772727272727272,3.4163724795843144,6,Sociology of Infrastructure,Theory
HS 654,9.0,2.53159435359532,6,Performance Historiography and Documentation,Theory
HS 660,7.0,0.0,6,"Author, Authorship and Authority",Theory
HS 661,9.416666666666666,3.95792966472176,6,Social Theory - II,Theory
HS 662,8.722222222222221,3.0609276152214395,6,Indian Society,Theory
HS 666,8.181818181818182,1.5655323692043566,6,Quantitative Methods in Social Sciences,Theory
HS 710,6.973684210526316,1.836155628321864,7,Consumer Psychology,Theory
HS 805,8.291666666666666,2.28081703320649,8,Theory of Knowledge,Theory
HS 818,9.0,2.9806176476856643,8,Sociology of Social Stratification in India,Theory
HS 828,8.6,2.4224009350423263,8,Phillosophical Points of View & Major Thinkers,Theory
HS 852,9.0,3.106533401085393,8,Topics in Syntax and Semantics,Theory
HS 856,8.8,3.393607991910909,8,Critical Social Philosophy,Theory
HS 864,7.0,0.6377362148893556,8,Advanced Topics in Science and Technology Studies,Theory
DE 110,7.659574468085107,4.043133592522764,1,Form Exploration in Pottery,Theory
DE 112,8.971428571428572,8.276559484980536,1,Communication Through Illustrations,Theory
DE 114,8.75,5.176854355055447,1,Basics of Film Editing,Theory
DE 116,8.085714285714285,3.0976205272446102,1,"Exploration in Drawing, Tonalities and Textures",Theory
DE 129,8.1,1.6657073154167643,1,Introduction to Weaving,Theory
DE 136,8.285714285714286,4.945572782944617,1,Design Studio Project II,Theory
DE 212,7.263157894736842,0.9495920495463096,2,Ceramic Glazes and Colour Development,Theory
DE 214,6.814814814814815,0.0,2,Writing by Design,Theory
DE 216,7.328358208955223,2.819129613141817,2,Classics of Popular Indian Cinema,Theory
DE 250,9.231235784685367,8.378316906747536,2,Design Thinking for Innovation,Theory
DE 312,7.571428571428571,1.5860811748956392,3,Transportation Design,Lab
DE 314,8.037037037037036,2.130724399874788,3,Game Design,Lab
DE 318,8.236842105263158,4.486926558815997,3,Interaction Techniques,Theory
DE 321,6.933333333333334,0.762126394154442,3,Service Design,Other Project
DE 323,8.857142857142858,2.021700153678405,3,Stopmotion Animation,Theory
DE 324,8.421052631578947,3.008699991964526,3,Digital Media Technologies,Theory
DE 632,8.82857142857143,3.1821296207139684,6,Acting and Staging,Theory
DE 686,7.0,0.6408165428742257,6,Handmade Character Design,Theory
DE 712,8.9375,4.835027552384895,7,Immersive Media Design,Theory
DE 725,8.68421052631579,4.393723011900122,7,Designing Games for Children,Theory
DEP408,8.3125,4.6266531236429564,4,Design Research Project,Other Project
DEP410,8.0,5.014313443835051,4,B. Des. Design Project II,Other Project
IE 504,6.6347826086956525,2.5727815801639644,5,Service and Infrastructure Systems,Theory
IE 506,5.601809954751131,1.17770639542469,5,Machine Learning: Principles and Techniques,Theory
IE 607,8.090909090909092,2.767488420401336,6,Polyhedra and Combinatorial Optimization,Theory
IE 612,7.891472868217054,3.643066400833328,6,Introduction to Financial Engineering,Theory
IE 620,6.714285714285714,0.6099985701745642,6,Reinforcement Learning Algorithms,Theory
IE 709,7.148514851485149,2.638606768397295,7,IEOR for Health Care,Theory
IE 710,7.797297297297297,3.867220018377178,7,OR Applications in Infrastructural and Service Sectors,Theory
IES802,8.333333333333334,0.3017653330310793,8,Seminar,Seminar
MA 110,6.331293037490436,1.6664116296863043,1,Linear Algebra and Differential Equations,Theory
MA 504,6.8,0.5544733840586769,5,Operators on Hilbert Spaces,Theory
MA 510,6.25,0.8515013930070994,5,Introduction to Algebraic Geometry,Theory
MA5104,7.4,0.7636605615036283,5,Hyperbolic Conservation Laws,Theory
MA5110,6.2727272727272725,1.378214866533498,5,Non-commutative Algebra,Theory
MA5116,9.333333333333334,3.810394531416264,5,Species and Operads,Theory
MA 562,8.5,1.7558595980684664,5,Mathematical Theory of Finite Elements,Theory
MA 818,9.571428571428571,4.208967726452043,8,Partial Differential Equations II,Theory
MA 842,10.0,4.190597841964052,8,Topics in Algebra II,Theory
MA 846,6.4,0.0,8,Topics in Combinatories II,Theory
MA 852,9.0,0.8437506045560316,8,Topics in Number Theory II,Theory
SI 426,7.180451127819549,3.3732300650789053,4,Algorithms,Theory
SI 539,10.0,2.502670177925993,5,Random Graphs,Theory
SI 541,7.391891891891892,2.661773491815557,5,Statistical Epidemiology,Theory
SI 546,7.5,0.0,5,Statistical Inference II,Theory
ME 104,7.761306532663316,4.22508417392478,1,Engineering Mechanics,Theory
ME 226,6.750528541226216,1.4060325156561235,2,Mechanical Measurements,Theory
ME 228,7.422907488986784,3.0792951541464046,2,Applied Data Science and Machine Learning,Theory
ME 230,7.184684684684685,2.837837837783444,2,Mechanical Processing of Materials,Theory
ME 306,7.280898876404494,3.1898153758299563,3,Applied Thermodynamics,Theory
ME 310,8.707440100882724,6.072230174885308,3,Microprocessors and Automatic Control Lab,Lab
ME 312,8.116591928251122,4.008968609811863,3,Operations Modeling and Analysis,Theory
ME 316,7.088942307692308,2.4434373823146007,3,Kinematics and Dynamics of Machines,Theory
ME 370,8.632558139534884,7.175888814341277,3,Kinematics and Dynamics of Machines Lab,Lab
ME 420,7.5,0.5138912648303329,4,Cryogenic Engineering I,Theory
ME6103,9.0,1.767852733149915,6,Ultrafast Lasers: Fundamentals and Applications,Theory
ME6106,6.947368421052632,2.065818947835649,6,Computational Structural Dynamics,Theory
ME6114,7.914454277286135,4.329447946865204,6,Joint Biomechanics,Theory
ME6118,7.333333333333333,0.9000823378923104,6,Spray Theory and Applications,Theory
ME 639,8.533333333333333,3.398031122980454,6,Linear Systems Theory,Theory
ME 678,8.25,2.9201232240399047,6,Fundamentals of Gas Dynamics,Theory
ME 730,6.809523809523809,0.8375279684541824,7,Ultra-Precision Machining,Theory
ME 762,8.13953488372093,4.447599262275414,7,Advanced Engineering Dynamics,Theory
ME 768,8.148148148148149,3.280935103102878,7,Introduction to Microsystems Packaging,Theory
ME 779,7.253333333333333,1.7308563561963108,7,Control Systems,Theory
ME 790,8.631578947368421,1.9548386525141783,7,Materials modelling using atomistic first-principles calculations,Theory
ME 800,8.076923076923077,3.1691393906618783,8,"Additive Manufacturing: Design, Processes and Inspection",Theory
ME 802,8.147058823529411,3.280351884507914,8,Manufacturing Technologies for Electric Mobility,Theory
IWE710,8.37037037037037,1.9452652837104023,7,Corporate Finance,Theory
IWE712,8.379746835443038,1.892968166483779,7,"Growth, Valuations, and Sustainability",Theory
IWE715,8.21951219512195,1.8767106837654564,7,Competitive Strategy & Industry Analysis,Theory
IWE720,8.425,2.260391031088989,7,Business Start-up Consulting Project,Other Project
SOM649,8.338235294117647,3.528782135821587,6,Corporate Competitiveness,Theory
SOM660,6.944444444444445,1.0483972394705114,6,Financial Modelling,Theory
SOM686,6.967213114754099,1.6844899134221598,6,Strategic Transformation,Theory
SOM707,8.125,2.704842361577259,7,Behavioral Finance,Theory
SOM717,7.846153846153846,2.376371800023416,7,Sustainable Supply Chain Management,Theory
SOM720,8.142857142857142,1.9098327370482568,7,Sustainable Finance,Theory
SOM722,8.38135593220339,4.337252733201388,7,Managing Industry 4.0,Theory
SOM723,8.59375,3.5519490286209763,7,Quantitative and Algorithmic Trading,Theory
SOM724,7.157894736842105,1.217310171178803,7,Econometrics of Financial Markets,Theory
SOM725,8.682539682539682,5.537566823793426,7,Customer Analytics,Theory
MM 105,6.272058823529412,1.411764065050368,1,It’s a materials world!,Theory
MM 210,7.033333333333333,2.84999125717682,2,Numerical Methods for Materials Engineers,Theory
MM 218,7.327586206896552,3.99135846617254,2,Process Kinetics and Transport,Theory
MM 222,7.258620689655173,3.534466527257919,2,Electrochemistry of Materials and its Applications,Theory
MM 224,8.88695652173913,7.034769272563253,2,Electrochemistry and Corrosion Lab,Lab
MM 226,9.08695652173913,8.637409461207298,2,Supervised Learning Project,Other Project
MM 312,8.00369003690037,2.9751179481803254,3,Heat Treatment Laboratory,Lab
MM 318,7.132616487455197,2.871941595005861,3,Electronic Properties of Materials,Theory
MM 426,8.689243027888446,6.10340961693496,4,Equipment and Processes Design Lab.,Lab
MM 448,8.404494382022472,5.103639304663229,4,Thin Films Lab,Lab
MM 462,7.574803149606299,2.9327557684852783,4,Corrosion & Protection Lab,Lab
MM6004,10.0,3.832242933372549,6,Machine Learning for Materials Engineering,Theory
MM 642,9.048387096774194,5.385693716505671,6,Modelling of Metallurgical Processes,Theory
MM 658,8.363636363636363,2.0236097310415304,6,Fracture Mechanics and Failure Analysis,Theory
MM 685,8.551724137931034,2.419680149578061,6,Electrical Materials: fundamentals and applications,Theory
MM 750,8.185185185185185,4.623720047151218,7,Vibrational Spectroscopy for Materials Scientists,Theory
MM 754,8.066666666666666,1.649000059153103,7,Sustainable Materials for Water Treatment,Theory
MM 756,10.0,3.027931065641139,7,Physical Metallurgy and Mechanical Properties of Steels,Theory
MM 801,9.333333333333334,3.810394531416264,8,Specialty steels: Making and Casting,Theory
PH 110,7.434977578475336,3.406576980568012,1,Introduction to Classical and Quantum Physics,Theory
PH 216,6.612903225806452,1.865787514844432,2,Statistical Physics,Theory
PH 222,8.761904761904763,6.378038389459348,2,Digital Electronics and Microprocessors,Theory
PH 307,7.721311475409836,2.79664850324374,3,Introduction to Numerical Analysis,Theory
PH 309,6.833333333333333,1.7442290325178231,3,Quantum Mechanics II,Theory
PH 554,7.314285714285714,1.472131492474454,5,Computational Many Body Physics,Theory
PH 564,7.733333333333333,1.9140737177156104,5,Methods in Experimental Nuclear and Particle Physics,Theory
PH 570,8.0,0.5842713953454609,5,Advanced Laboratory Techniques in Nanosience,Lab
PH 574,6.288659793814433,1.5651180181927156,5,Physics of Semiconductor Devices,Theory
PH 576,8.347826086956522,1.932945280498898,5,Nanoscale Quantum Transport,Theory
