,Course Code,F-avg,nXX
856,EE 344,4.9419379310507265,3
857,EE 606,1.4971026381136758,6
858,EE 619,4.157380326407604,6
859,EE 620,3.089784089140513,6
860,EE 621,2.8749629049483194,6
861,EE 622,1.6327925870329412,6
862,EE 636,2.7595736761905862,6
863,EE 651,4.301652618711249,6
864,EE 654,4.210234101603027,6
865,EE 672,7.56546529557181,6
867,EE 701,3.1376407391285333,7
868,EE 705,7.892657994043096,7
869,EE 706,4.067143283740498,7
870,EE 708,2.9612275941557953,7
871,EE 709,4.302466255832821,7
872,EE 719,3.418771499869814,7
873,EE 722,2.9830371769908055,7
874,EE 727,2.209109136203089,7
875,EE 728,5.232243932136635,7
876,EE 736,6.391860789860025,7
878,EE 739,4.793796768163391,7
879,EE 764,3.462283928682889,7
880,EE 769,3.6359814656001026,7
881,EE 770,3.075571093147832,7
882,EE 790,3.551147114462333,7
883,EE 791,3.917915568667745,7
884,EE 793,5.116378395253157,7
885,EE 800,4.998935497849207,8
886,EN 417,2.091054372966372,4
887,EN 692,3.999751291282694,6
888,EN 204,2.764166216060033,2
889,EN 212,1.5673145302929532,2
890,EN 214,2.1253731026832945,2
891,EN 216,3.907983176456546,2
892,EN 218,3.331848619628338,2
893,EN 302,1.285136674426133,3
894,EN 304,0.5551943642041307,3
895,EN 308,5.609517294882035,3
896,EN 310,6.02626847012898,3
897,EN 312,1.7167675601129428,3
898,EN 314,2.5715302160949642,3
899,EN 408,3.2691681453815065,4
900,EN 410,2.530911091016613,4
901,EN 412,1.0463411094227664,4
902,EN 414,3.55286521227649,4
903,EN 418,1.3690973466105085,4
904,EN 422,3.402456565868187,4
905,EN 604,1.2934836377977474,6
906,EN 607,3.6321827857872213,6
907,EN 610,3.220468754896353,6
908,EN 612,6.457573279385008,6
909,EN 640,2.745579020521632,6
910,EN 642,2.532301518034374,6
911,EN 657,3.9714762125168286,6
912,EN 661,1.0300660677028133,6
913,ENT602,4.000137414305896,6
914,ENT608,5.516477749304475,6
915,ES 253,4.773444007627463,2
916,ES 351,7.477925682113664,3
917,ES 494,2.05524468216121,4
918,ES 651,6.670686335603158,6
919,ES 204,1.662011095326499,2
920,ES 206,3.724946280487112,2
921,ES 210,3.79792946465415,2
922,ES 212,4.4929984312674,2
923,ES 216,4.693256253050923,2
924,ES 252,6.33092915943801,2
925,ES 306,1.0412471465805282,3
926,ES 308,4.974876186152584,3
927,ES 312,2.645728078630129,3
928,ES 600,4.231969485742564,6
929,ES 616,4.842280577313922,6
930,ES 624,2.638375275068429,6
931,ES 664,3.8902385062183766,6
932,ES 666,2.3286034670619458,6
933,ES 668,3.678471079256146,6
934,ES 672,4.680199484394046,6
935,ES 674,3.213660208222323,6
936,ES 680,5.848890037865106,6
937,ET 604,5.656822473260241,6
938,ET 605,5.107175990853224,6
939,ET 611,4.382866180432976,6
940,ET 614,4.882424976365888,6
941,ET 694,3.5714274868070732,6
942,GNR615,7.005976208672094,6
943,GNR617,7.303195643876914,6
944,GNR631,2.969295064082239,6
945,GNR642,3.653173304630737,6
946,GNR646,2.414001592588286,6
947,GNR402,1.1810155866509273,4
948,GNR408,2.695250075627779,4
949,GNR602,3.5244086868225146,6
950,GNR618,5.158058951726481,6
951,GNR628,2.377853710155672,6
952,GNR629,1.8507354337874304,6
953,GNR630,2.5102014748688455,6
954,GNR633,4.9200175359455285,6
955,GNR640,1.6163192440367795,6
956,GNR644,1.0195745602719755,6
957,GNR647,2.1804310944135565,6
958,GNR651,5.00307817285894,6
959,GNR652,7.300130311161561,6
960,GNR694,6.538456618656556,6
961,GNR697,5.592409094645835,6
963,GP 415,6.4614752025252,4
964,GP 402,4.59364009663562,4
965,GP 408,5.704648816356501,4
966,GP 414,6.093591484966843,4
967,GP 416,5.4352332411144895,4
968,GP 418,2.242745607564966,4
969,GP 420,5.332583096541403,4
970,GP 502,2.6136269174071316,5
971,GP 506,2.8277061098358343,5
972,GP 516,6.336168741048882,5
973,GP 518,2.5373671885886577,5
974,GP 520,4.614419399027201,5
975,GS 413,6.3856811362968715,4
976,GS 433,8.150710620896824,4
977,GS 519,8.607388174269797,5
978,GS 541,7.236408148687786,5
979,GS 318,4.325623978687259,3
980,GS 416,5.771529650021963,4
981,GS 422,5.024722778836037,4
982,GS 430,6.824542899322813,4
983,GS 434,1.442099798967583,4
984,GS 436,4.573866863888225,4
985,GS 438,4.814417135846836,4
986,GS 440,8.966973677453423,4
987,GS 530,2.486252098450154,5
988,GS 534,5.18311776968771,5
989,GS 536,4.975449421699999,5
990,GS 538,6.085629233552227,5
991,GS 540,7.518869119573995,5
992,GS 552,4.772054441779555,5
993,GS 662,2.2996820407819483,6
994,GS 672,1.687221038577319,6
995,GS 676,1.1472787534452102,6
996,GS 687,2.763128008724098,6
997,GS 706,4.350618801234405,7
998,GSS802,4.541997718010656,8
1001,EC 210,3.2684480084862755,2
1002,EC 212,2.6119465412330745,2
1003,EC 214,2.6612223960088697,2
1004,HS 216,4.266265897864331,2
1005,EC 302,3.889673019395968,3
1006,EC 304,2.492042419957906,3
1007,HS 401,1.3260958160631142,4
1008,EC 405,3.119507419494453,4
1009,EC 407,3.3000460217063896,4
1010,EC 411,3.8829678118402806,4
1011,EC 440,2.706918673337644,4
1012,HS 448,1.5123442480966027,4
1013,HS 451,2.4364913520075984,4
1014,HS 497,4.124297309598159,4
1015,HS 502,3.242788191589596,5
1016,HS 504,1.9413644705569557,5
1017,HS 506,2.114023993150474,5
1018,HS 618,2.3853242896314764,6
1019,HS 624,3.3372326084324806,6
1020,HS 629,4.455052263891036,6
1021,HS 634,2.4429133133103575,6
1022,HS 809,2.54463468468282,8
1023,HS 821,1.4232890805331952,8
1024,HS 840,2.6622467493470268,8
1025,HS 845,1.2872454457885365,8
1026,HSS802,5.390609908799637,8
1027,DE 666,3.2348311414806514,6
1028,DE 687,5.506325126015661,6
1029,DE 717,3.674143473829928,7
1030,DE 802,1.6355096700262948,8
1031,DE 804,2.1946942133968115,8
1032,DE 102,7.699546591097018,1
1033,DE 104,7.171174997360288,1
1034,DE 106,6.3440986279862335,1
1035,DE 107,0.7902709140074826,1
1036,DE 108,2.15220416522919,1
1037,DE 122,1.6618563800391846,1
1038,DE 132,5.110563256337706,1
1039,DE 134,2.7979795054570147,1
1040,DE 202,3.1854122878025994,2
1041,DE 204,2.9331778690474346,2
1042,DE 206,3.7369537509073263,2
1043,DE 208,4.809377537979294,2
1044,DE 210,2.562165048227989,2
1045,DE 222,5.677464438384961,2
1046,DE 232,2.9607288955580766,2
1047,DE 304,3.3293772584413697,3
1048,DE 306,2.8912202417038664,3
1049,DE 308,2.944038764697914,3
1051,DE 313,2.4640179967488853,3
1053,DE 322,2.530410835791199,3
1054,DE 332,4.893614953993255,3
1055,DE 602,6.144696492114066,6
1056,DE 604,4.563924536345803,6
1057,DE 606,6.069336333217068,6
1058,DE 608,4.8664602246479856,6
1059,DE 612,5.069603933086259,6
1060,DE 614,6.774501570329432,6
1061,DE 616,2.562933470492372,6
1062,DE 618,5.865201709214501,6
1063,DE 620,5.16981715876295,6
1064,DE 622,5.391044731239833,6
1065,DE 624,5.152737211994207,6
1066,DE 628,5.012524241267875,6
1067,DE 630,5.063780432786702,6
1068,DE 634,3.2630926733766583,6
1069,DE 636,2.825181837152349,6
1070,DE 638,2.7790790878164495,6
1071,DE 640,2.4370950563539586,6
1072,DE 642,3.542112276656183,6
1073,DE 644,3.4663673930632717,6
1074,DE 646,2.1846246837568004,6
1075,DE 648,3.07795018793955,6
1076,DE 650,3.9109807559258316,6
1077,DE 652,2.102235692056154,6
1078,DE 654,6.296977386983897,6
1079,DE 656,1.9353834694925562,6
1080,DE 660,3.8981635156795353,6
1081,DE 676,2.9557086914784434,6
1082,DE 680,4.550880696878549,6
1083,DE 683,4.1747840099458235,6
1084,DEP302,6.273069873511901,3
1085,DEP406,2.1749206706500464,4
1086,DEP502,1.8719482621158472,5
1087,DEP504,1.7969640903361985,5
1088,DEP602,5.785333295202674,6
1089,DEP706,2.648352686508404,7
1091,IE 714,4.117998079310141,7
1092,IES601,1.6035374722412918,6
1093,IE 614,2.5017834662372915,6
1094,IE 616,1.7353404331340911,6
1095,IE 622,1.7624421504223269,6
1096,IE 630,4.205881705912064,6
1098,IE 684,6.829654678460041,6
1099,IE 694,3.6198268866117203,6
1100,IE 716,3.032896753089309,7
1101,MA 214,2.862042393362303,2
1102,MA 406,2.991525779550659,4
1103,MA 408,2.5205660000007133,4
1104,MA 410,2.8270987630681392,4
1105,MA 412,2.208384242653772,4
1106,MA 414,1.2446078934414753,4
1108,MA5106,1.2638591744702927,5
1109,MA5108,1.5133292161569292,5
1110,MA5112,4.218246120757199,5
1111,MA 524,1.1547639111449222,5
1112,MA 526,1.942061141012569,5
1115,MA 534,1.6779020514565686,5
1116,MA 540,2.755944251618024,5
1118,MA 812,1.5409948936557853,8
1119,MA 814,2.6691669801575375,8
1120,MA 816,1.8377051466196086,8
1121,MA 820,1.800690574665582,8
1122,MA 823,1.319725414943547,8
1123,MA 824,2.4503102602293367,8
1124,MA 862,2.926127433380526,8
1125,MA 867,1.8463142453686043,8
1127,SI 404,2.7683575969830736,4
1128,SI 416,3.0935746464350435,4
1129,SI 422,2.194310692487575,4
1130,SI 509,1.9370960164470072,5
1131,SI 514,7.0515218542477225,5
1132,SI 526,5.333884372788675,5
1133,SI 527,2.6960914508376748,5
1134,SI 534,3.6185038286391134,5
1135,SI 536,0.7468129786762194,5
1137,ME 307,5.633828265931724,3
1138,ME 374,6.551939626273596,3
1139,ME 460,2.4880098195879894,4
1141,ME 613,2.5631542616117167,6
1142,ME 202,2.7468633698411273,2
1143,ME 206,3.9029101625090186,2
1144,ME 213,8.158967025927366,2
1145,ME 218,6.511923125061222,2
1146,ME 224,6.8525894190503776,2
1147,ME 372,8.911137383706352,3
1148,ME 412,3.7649462600598933,4
1149,ME 472,1.811157044290142,4
1150,ME 604,2.239108630212213,6
1151,ME 616,1.9218988543225988,6
1152,ME 643,5.3457612825823855,6
1153,ME 657,6.730144699160045,6
1154,ME 677,2.020093550607208,6
1155,ME 683,3.6912443277031786,6
1156,ME 684,3.3735423852704227,6
1157,ME 712,3.7769482843224216,7
1158,ME 714,2.7576881361052603,7
1159,ME 748,4.9151142801510845,7
1160,ME 750,1.5173495933794126,7
1161,ME 754,3.9492426997654158,7
1162,ME 759,1.5882631002439713,7
1163,ME 761,2.747321373432437,7
1164,ME 769,3.765975426143921,7
1165,ME 772,1.6660686010840269,7
1166,ME 789,3.5747972929388285,7
1167,ME 793,3.5368093509208465,7
1168,ME 794,2.771293391142953,7
1170,IWE711,1.5700975786621316,7
1171,IWE713,1.5725746692493032,7
1172,IWE714,1.8512807520199046,7
1173,MGS801,2.886857283242328,8
1174,SOM620,2.5109949413433603,6
1175,SOM634,1.8439428664422153,6
1176,SOM642,4.101747375246795,6
1177,SOM698,2.3822293083938857,6
1178,IWE701,6.410149370181947,7
1179,IWE702,2.7218187153155418,7
1180,IWE703,1.9775850303879252,7
1181,IWE706,2.48401354001144,7
1182,MG 402,3.399199204080689,4
1183,MG 405,2.288335489914929,4
1184,MG 406,2.336961266809568,4
1185,MG 802,0.22173170424822283,8
1186,MGT804,3.429092311320068,8
1187,MGT805,3.953438217677521,8
1188,SOM612,2.0607851243723148,6
1189,SOM613,1.6024777437669457,6
1190,SOM614,2.7592118372845085,6
1191,SOM615,2.6472974842999966,6
1192,SOM616,2.8197888962987774,6
1193,SOM617,2.546616956627942,6
1194,SOM618,2.906905306138771,6
1195,SOM619,2.960051996466021,6
1196,SOM621,2.0467541897605743,6
1197,SOM623,6.841652517551778,6
1198,SOM643,2.6753857217351955,6
1199,SOM652,5.1595050705366745,6
1200,SOM664,4.512499035304667,6
1201,SOM665,2.631505633199665,6
1202,SOM679,2.4569317182512473,6
1203,SOM680,3.4482796923544563,6
1204,SOM691,4.298881405706742,6
1205,SOM693,4.86314528213059,6
1206,SOM700,4.771980583764034,7
1207,SOM701,2.3080004339986866,7
1208,SOM711,2.63073141666072,7
1209,SOM712,5.118912742921926,7
1210,SOM716,1.7467643382323477,7
1211,SOM718,2.390560890180819,7
1212,SOM744,2.2171258460791865,7
1214,MM 417,1.5991502744807986,4
1215,MM 439,1.103386385401508,4
1216,MM 454,2.4785252604244237,4
1217,MM 494,2.8301793685386056,4
1218,MM 694,5.433964849262826,6
1219,MMS802,5.793163393481763,8
1220,MM 152,0.8450246475183589,1
1221,MM 203,1.5556293719803416,2
1222,MM 204,3.7747219733158723,2
1223,MM 206,1.4278976879878889,2
1225,MM 320,2.167829408378909,3
1226,MM 322,8.892532563406256,3
1227,MM 323,5.150958024714739,3
1228,MM 357,2.1082471965534126,3
1229,MM 359,2.5279321340107024,3
1230,MM 406,1.4653439809106554,4
1231,MM 408,2.7730318939249163,4
1232,MM 445,2.834301975680152,4
1233,MM 612,4.816261023948043,6
1234,MM 622,4.338795836090113,6
1235,MM 624,3.6484720931784946,6
1236,MM 626,4.9922061699662335,6
1237,MM 638,3.356563565814499,6
1238,MM 650,3.110709111406076,6
1239,MM 652,0.960102724872281,6
1240,MM 656,5.866568692602743,6
1241,MM 674,5.819267485998204,6
1242,MM 677,4.539828495289445,6
1243,MM 684,4.122586151924403,6
1244,MM 691,1.348992257936548,6
1245,MM 700,2.8482051233297137,7
1246,MM 712,2.032134235060719,7
1247,MM 718,4.477461048947583,7
1248,MM 722,5.253187078463599,7
1249,MM 739,5.568905151244585,7
1250,MM 746,2.212383120898362,7
1251,MM 749,2.598722361051917,7
1252,MM 753,2.3845760433250343,7
1253,PH 117,4.555813041835004,1
1254,PH 231,6.9359076481761095,2
1255,PH 233,5.128889787430957,2
1256,PH 447,6.092028684603885,4
1257,PH 527,6.522933687265296,5
1258,PH 588,4.386749351670473,5
1259,PH 204,3.1843342448712937,2
1260,PH 230,5.946458730814061,2
1261,PH 232,7.528920660795476,2
1262,PH 252,0.7299752731369321,2
1263,PH 408,1.6556415166895497,4
1264,PH 410,2.4320577199155062,4
1265,PH 418,2.4015073053593965,4
1266,PH 422,2.72089346447828,4
1267,PH 424,2.5256533804408714,4
1268,PH 436,2.081905250034837,4
1269,PH 438,2.1320000496551796,4
1270,PH 441,7.9594760658180705,4
1271,PH 444,3.9112914901708167,4
1272,PH 446,5.895170316386895,4
1273,PH 500,1.7462484501624587,5
1274,PH 510,3.5949185767656124,5
1275,PH 512,8.591379039263364,5
1276,PH 530,1.7120937037260338,5
1277,PH 534,2.942994395466363,5
1278,PH 540,1.2839665031883531,5
1279,PH 544,2.014695851150744,5
1280,PH 550,2.5594678712810626,5
1282,PH 562,3.406836427893964,5
1283,PH 566,3.3468429009070597,5
1284,PH 572,4.792096441118616,5
1285,PH 580,5.825441726163777,5
1286,PH 596,7.5622006566970486,5
1287,PHS802,5.721814830789794,8
1288,PS 606,5.034729693769093,6
1289,PS 625,3.3867845322098415,6
1290,PS 630,4.201991483967477,6
1291,PSS801,2.8540982294109183,8
1292,PS 602,2.4796030652611853,6
1293,PS 607,3.854639164198941,6
1294,PS 610,2.777685578530314,6
1295,PS 626,6.262518567079326,6
1296,PS 694,2.4122376977070297,6
1297,SC 202,3.2432700603674762,2
1298,SC 602,2.5786765504802274,6
1299,SC 607,3.4900803355210237,6
1300,SC 626,2.9688659144031844,6
1313,AE 103,4.123142941734488,1
1314,AE 229,1.9442835712740756,2
1315,AE 231,5.792883222405155,2
1316,AE 501,0.9335662813847856,5
1317,AE 623,4.582050057299287,6
1318,AE 681,1.2876628020924992,6
1319,AE 725,3.897571602564617,7
1320,BB 402,2.6159989798500782,4
1321,BB 405,3.032733560515656,4
1322,BB 427,3.8304543142738545,4
1323,BB 502,5.299354431651547,5
1324,BB 505,7.656027734566708,5
1325,BB 517,2.5541415507925422,5
1326,BB 521,4.381274822425279,5
1327,BB 523,3.9952408059250453,5
1328,BB 525,4.979728738295415,5
1329,BB 527,7.2997145038819555,5
1330,BB 529,8.681005921882946,5
1331,BB 531,0.9023353551715146,5
1332,BB 535,4.055689372841642,5
1333,BB 539,2.725137959077025,5
1334,BB 601,7.931168624911914,6
1335,BB 607,5.998998211402256,6
1336,BB 617,6.643427187688477,6
1337,BB 638,5.195037772591026,6
1338,BB 647,2.9150661160612827,6
1339,BB 669,1.907172908272098,6
1340,BB 681,2.6942262674613415,6
1341,BB 706,3.8229765776902447,7
1342,CE 103,3.0333333133725264,1
1343,CE 203,2.198795139344352,2
1344,CE 207,3.693333005518428,2
1345,CE 209,2.5430461344537045,2
1346,CE 219,2.693333161535254,2
1347,CE 235,2.540540270420558,2
1348,CE 310,6.132082523088428,3
1349,CE 317,0.7809890768068212,3
1350,CE 323,2.641307853428703,3
1351,CE 325,1.671532246314325,3
1352,CE 328,6.895487256546439,3
1353,CE 401,3.390761323105324,4
1354,CE 407,1.287133771280396,4
1355,CE 410,1.140719477393923,4
1356,CE 462,0.6521195229606389,4
1357,CE 647,1.9921847780760855,6
1358,CE 702,3.9378343313505733,7
1359,CH 111,1.5874587458745875,1
1360,CH 117,7.008822094469746,1
1361,CH 209,3.397031246306148,2
1362,CH 219,9.13358764914076,2
1363,CH 231,6.656708994681776,2
1364,CH 415,7.875321410834264,4
1365,CH 417,8.256864527135008,4
1366,CH 433,7.724088291815698,4
1367,CH 481,3.6610561773896304,4
1368,CH 514,3.362551431884732,5
1369,CH 812,2.4791797834348834,8
1370,CH 817,1.8103860417124022,8
1371,CH 818,6.492335437330929,8
1372,CH 831,8.181537397597006,8
1373,CH 839,5.342760759114892,8
1374,CH 845,4.795007679861916,8
1375,CL 205,2.4971428457691296,2
1376,CL 207,3.530611649395385,2
1377,CL 250,1.356610663941908,2
1378,CL 305,2.784460662459687,3
1379,CL 319,1.9834495255307072,3
1380,CL 324,2.0392143612450844,3
1381,CL 461,7.098396241475669,4
1382,CL 464,1.8776583193736713,4
1383,CL 501,4.272339186572176,5
1384,CL 611,4.047889442990507,6
1385,CL 618,2.6870962156026685,6
1386,CL 671,1.1448729035562393,6
1387,CL 674,0.2826420036254554,6
1388,CL 675,0.9115105887586539,6
1389,CL 688,4.016763086066461,6
1390,CL 710,0.46373809215550593,7
1391,CL 718,4.437107553609001,7
1392,CM 505,2.039234926395805,5
1393,CM 612,1.7316527295056472,6
1394,CM 613,1.585492686115686,6
1395,CS 105,2.9946236513927893,1
1396,CS 152,2.6222628834688178,1
1397,CS 154,2.6377507626774825,1
1398,CS 230,5.061517619519896,2
1399,CS 231,6.27894736427367,2
1400,CS 232,4.438864031291952,2
1401,CS6001,4.454453380840657,6
1402,CS 602,3.416218509037369,6
1403,CS 614,5.8817160344058586,6
1404,CS 663,3.4195569464755757,6
1405,CS 742,3.3960021807039684,7
1406,CS 758,1.1498965120492544,7
1407,CS 768,5.217954678672726,7
1408,CS 774,6.618897537012441,7
1409,CS 781,1.609155969265319,7
1410,CS 782,1.2695890326669632,7
1411,CSS802,2.5026701779259932,8
1412,DH 301,1.9129433467523198,3
1413,DH 302,7.074654900921414,3
1414,DH 307,7.8456159202102125,3
1415,DH 803,3.6538448241397794,8
1416,DHS801,3.663900850035195,8
1417,EC 401,3.417243727873493,4
1418,EC 638,5.924789911642887,6
1419,EC 707,4.493251243524905,7
1420,EE 103,4.197501821722445,1
1421,EE 236,2.7617909775490506,2
1422,EE 341,2.728459210671095,3
1423,EE 457,3.9441803638153496,4
1424,EE 501,0.7397316633661711,5
1425,EE 610,4.011213216131761,6
1426,EE6101,2.892225505794257,6
1427,EE6102,4.775506608838858,6
1428,EE6105,3.0924204076857795,6
1429,EE 638,3.225371448031917,6
1430,EE 658,1.662475149224671,6
1431,EE 673,5.651252457338984,6
1432,EE 746,3.602239758456259,7
1433,EE 782,5.757225402952657,7
1434,EN 110,3.8963868218678552,1
1435,EN 213,2.1163708155903396,2
1436,EN 319,2.691843650006978,3
1437,EN 405,8.88943995850242,4
1438,EN 415,5.0271457529415,4
1439,EN 609,4.261422315476136,6
1440,EN 624,4.045202979793853,6
1441,EN 632,3.7365130385601963,6
1442,EN 637,5.6178415923506195,6
1443,EN 655,6.119827311853527,6
1444,EN 658,3.773915137401425,6
1445,EN 663,3.535320873482938,6
1446,ENT101,6.0779949554449875,1
1447,ENT609,5.896392713200142,6
1448,ES 101,4.228219847545243,1
1449,ES 404,3.0633292074923575,4
1450,ES 407,4.183089844475117,4
1451,ES 451,5.307637934643325,4
1452,ES 601,4.681322008581566,6
1453,ES 691,2.4291621360924256,6
1454,ET 606,6.842773420191075,6
1455,ET 621,2.6367519534708004,6
1456,ET 622,2.4528049994629972,6
1457,GNR405,0.0,4
1458,GNR650,6.477237935218651,6
1459,GNR805,1.2752853483244868,8
1460,GP 517,2.592975392741058,5
1461,GP 525,3.5302616068689088,5
1462,GS 709,6.833152196120409,7
1463,GS 809,3.0760815391707155,8
1464,GS 827,1.602652423655297,8
1465,GS 831,2.2733524344336473,8
1466,GS 832,3.6311649664396968,8
1467,GS 833,3.027931065641139,8
1468,GS 859,2.6791936355529433,8
1469,HS 108,4.481325815229643,1
1470,HS 109,3.5853184863420657,1
1471,HS 113,2.516942130508562,1
1472,HS 207,1.9443980140033372,2
1473,HS 443,2.01194120284343,4
1474,HS 467,1.493852975788192,4
1475,HS 558,1.2564862300414315,5
1476,HS 597,4.104232297415294,5
1477,HS 599,3.932253269248053,5
1478,HS 626,3.7743647252701864,6
1479,HS 635,1.414344869011114,6
1480,HS 642,5.648419964594737,6
1481,HS 647,2.3445695960913273,6
1482,HS 650,1.9589964043812569,6
1483,HS 651,2.0219913552929576,6
1484,HS 652,5.250357382697704,6
1485,HS 653,0.3054138490852252,6
1486,HS 659,2.5875328708837966,6
1487,HS 668,2.553726509909564,6
1488,HS 669,2.028210578015075,6
1489,HS 670,0.9576474412160867,6
1490,HS 671,0.7744144576903593,6
1491,HS 672,1.245747723758646,6
1492,HS 673,0.4573605428224209,6
1493,HS 674,2.4672679988103883,6
1494,HS 711,1.904437230137743,7
1495,HS 712,3.0464780185166895,7
1496,HS 835,1.6374276541730217,8
1497,HS 851,3.45170377898377,8
1498,HS 861,1.64428150660385,8
1499,HS 862,0.0,8
1500,HS 863,3.7262973684149268,8
1501,DE 109,4.786278758651758,1
1502,DE 113,5.68541438598583,1
1503,DE 115,1.0139408029987493,1
1504,DE 117,0.2472813948702349,1
1505,DE 119,1.780460295120791,1
1506,DE 135,3.840417952235744,1
1507,DE 224,3.1698206586350754,2
1508,DE 311,1.5021373585433206,3
1509,DE 319,3.7107728044111945,3
1510,DE 320,0.0,3
1511,DE 626,2.9406655756802706,6
1512,DE 677,6.3867603135536335,6
1513,DE 688,4.260287591047875,6
1514,DE 689,2.0590755601694832,6
1515,DE 692,1.8073740059485452,6
1516,DE 693,4.198918454397156,6
1517,DE 698,0.0,6
1518,DE 708,2.102833142531158,7
1519,DE 710,4.586577340066163,7
1520,DEP405,2.2942785773274923,4
1521,IE 619,2.2618271840714983,6
1522,IE 685,2.6173279842467356,6
1523,IE 708,1.2621916853664656,7
1524,MA 105,1.7232472324723247,1
1525,MA 113,4.262613777017779,1
1526,MA 114,1.603068731683299,1
1527,MA5109,1.5262402753338349,5
1528,MA5114,4.190597841964052,5
1529,MA5115,0.5745256104778297,5
1530,MA 855,1.1368174332910463,8
1531,MA 861,1.2020697195901702,8
1532,SI 424,1.9914291026607789,4
1533,SI 429,1.4645763540898622,4
1534,SI 431,2.7623245033805404,4
1535,SI 537,2.3531400518103314,5
1536,SI 543,0.0,5
1537,ME 103,5.000997731574193,1
1538,ME 223,2.4285714285281412,2
1539,ME 338,2.166552315480296,3
1540,ME 346,2.161675513967237,3
1541,ME 350,1.8022582984863884,3
1542,ME 423,1.8073571996731717,4
1543,ME 438,4.208967726452043,4
1544,ME 441,4.651253413543186,4
1545,ME6116,1.536928174409547,6
1546,ME 621,0.4583403921059336,6
1547,ME 721,5.766653382178671,7
1548,ME 724,2.637727102991308,7
1549,ME 751,0.9258776096831642,7
1550,ME 758,3.221414726410759,7
1551,ME 774,2.552114763023985,7
1552,MS 101,5.26725880002121,1
1553,MGT806,5.741819675339501,8
1554,SOM101,2.7128436531122744,1
1555,SOM622,3.0100649468372467,6
1556,SOM624,1.4622739975976564,6
1557,SOM635,1.703438163468957,6
1558,SOM636,4.931398519157877,6
1559,SOM671,2.5159834702331465,6
1560,SOM709,4.02809622741729,7
1561,SOM710,3.5843602254868934,7
1562,SOM793,0.7786108454505786,7
1563,SOM794,2.3636329458189937,7
1564,MM 202,2.3999479147255425,2
1565,MM 219,1.8083280181214871,2
1566,MM 221,8.743797497213189,2
1567,MM 223,2.9401514873606756,2
1568,MM 225,2.0549450549449273,2
1569,MM 301,1.3390624446979646,3
1570,MM 319,2.4289454157217802,3
1571,MM 451,2.0758721612667714,4
1572,MM 477,0.0,4
1573,MM 611,7.218973770774393,6
1574,MM 699,2.917377301060192,6
1575,MM 723,2.831327099180282,7
1576,MM 747,2.804355377504611,7
1577,MM 751,6.070926506199764,7
1578,PH 109,5.318609049743292,1
1579,PH 221,6.3004835263858405,2
1580,PH 223,2.177937850390915,2
1581,PH 225,2.657015099376276,2
1582,PH 575,5.774247053658122,5
1583,PH 807,4.037902339382227,8
1584,PH 819,5.091070895617333,8
1585,PS 632,3.283930867128968,6
1586,PS 635,6.499676768733362,6
1587,PS 643,5.049628852279357,6
1588,PS 645,3.5170065547826694,6
1589,SC 618,4.5114503793239225,6
1590,SC 649,4.28665824626045,6
1591,SC 650,2.931306932749951,6
1592,SC 653,4.499057032551208,6
1593,AE 233,1.3189020668280549,2
1594,AE 244,2.450687359927796,2
1595,AE 246,8.580241659036457,2
1596,AE 248,2.039996925901645,2
1597,AE 624,1.8987545610885583,6
1598,AE 658,0.8563906701626353,6
1599,AE 700,2.4865444779044097,7
1600,AE 710,0.4718695029882707,7
1601,BB 411,4.008316089629506,4
1602,BB 520,3.831007324636919,5
1603,BB 522,4.187874241993375,5
1604,BB 524,2.0869535529371777,5
1605,BB 526,5.116534491620174,5
1606,BB 528,2.7067996563831294,5
1607,BB 536,2.5625731745996223,5
1608,BB 592,8.663318759156319,5
1609,BB 606,5.1547770298777404,6
1610,BB 615,3.6665775200922317,6
1611,BB 625,4.451484363397124,6
1612,BB 628,6.092302558665268,6
1613,BB 648,6.740831811272918,6
1614,BB 657,3.267672597913177,6
1615,BB 668,6.362696758401435,6
1616,CE 234,0.7176470515929948,2
1617,CE 236,2.3129246623864455,2
1618,CE 238,1.8022598782215913,2
1619,CE 242,9.241610621259246,2
1620,CE 244,1.9999998046683551,2
1621,CE 330,2.675500862559176,3
1622,CE 332,2.384097301070754,3
1623,CE 334,5.886811840476184,3
1624,CE 336,3.3922815597036524,3
1625,CE 338,3.9997435324808883,3
1626,CE 632,3.1648052102226174,6
1627,CE 660,5.1250587148908995,6
1628,CE 757,1.008811878625856,7
1629,CE 761,2.1891309678695126,7
1630,CE 770,2.1191695910025854,7
1631,CE 772,1.641152058989317,7
1632,CE 774,3.0857857296025384,7
1633,CE 778,2.9542770970977803,7
1634,CH 110,2.61161310802287,1
1635,CH 202,2.291620709483974,2
1636,CH 216,1.458771028135038,2
1637,CH 226,9.736416609427705,2
1638,CH 228,7.294548367310002,2
1639,CH 230,5.845875260744532,2
1640,CH 418,7.74970742746504,4
1641,CH 432,8.339545975367889,4
1642,CH 434,6.13085439393695,4
1643,CH 540,3.1608236917679804,5
1644,CH 576,3.5663504262152026,5
1645,CH 604,1.0200524119797567,6
1646,CH 605,1.9509451618106044,6
1647,CH 806,4.524573916137665,8
1648,CH 848,0.3177808190869215,8
1649,CH 849,5.3170926400512215,8
1650,CL 102,3.3827890011930086,1
1651,CL 208,2.727272048223711,2
1652,CL 210,1.3111106984606502,2
1653,CL 232,4.1789251472319595,2
1654,CL 242,3.21379280878062,2
